mileage,Age,stroke_values,Light Type,price
70000,9,4 stroke,Double Light,850000
25000,17,4 stroke,Single Light,600000
30000,8,4 stroke,Double Light,900000
35000,10,4 stroke,Double Light,875000
45000,9,4 stroke,Double Light,950000
63000,15,4 stroke,Single Light,920000
75000,18,2 stroke,Single Light,520000
110000,20,2 stroke,Single Light,570000
100000,10,4 stroke,Double Light,980000
60000,16,4 stroke,Single Light,675000
76247,16,4 stroke,Single Light,650000
46000,11,4 stroke,Double Light,850000
18000,11,4 stroke,Double Light,1100000
80456,9,4 stroke,Double Light,880000
20109,14,4 stroke,Double Light,850000
68000,19,2 stroke,Single Light,575000
43000,10,4 stroke,Double Light,990000
52684,15,4 stroke,Single Light,700000
55300,9,4 stroke,Double Light,925000
78451,12,4 stroke,Double Light,830000
56000,12,4 stroke,Double Light,710000
35254,8,4 stroke,Double Light,1230000
45000,11,4 stroke,Double Light,750000
16513,9,4 stroke,Double Light,960000
69000,12,4 stroke,Double Light,945000
61800,19,2 stroke,Single Light,700000
68542,8,4 stroke,Double Light,925000
34000,8,4 stroke,Double Light,1250000
49000,17,2 stroke,Single Light,510000
32152,12,4 stroke,Double Light,850000
40000,15,4 stroke,Single Light,570000
12356,15,4 stroke,Single Light,600000
12455,22,2 stroke,Single Light,450000
45000,8,4 stroke,Double Light,1100000
32154,13,4 stroke,Double Light,735000
50000,18,2 stroke,Single Light,650000
32800,8,4 stroke,Double Light,1300000
34000,9,4 stroke,Double Light,1075000
65000,17,4 stroke,Single Light,475000
85213,9,4 stroke,Double Light,900000
35000,12,4 stroke,Double Light,820000
36000,21,2 stroke,Single Light,360000
32152,9,4 stroke,Double Light,930000
20000,16,4 stroke,Single Light,670000
26000,6,4 stroke,Double Light,1270000
56681,8,4 stroke,Double Light,1220000
88000,13,4 stroke,Double Light,850000
36000,11,4 stroke,Double Light,900000
87360,8,4 stroke,Double Light,915000
65000,18,4 stroke,Single Light,500000
42569,8,4 stroke,Double Light,1020000
44431,17,2 stroke,Single Light,760000
39000,9,4 stroke,Double Light,760000
35000,8,4 stroke,Double Light,1120000
52834,13,4 stroke,Double Light,820000
60000,13,4 stroke,Double Light,710000
32154,8,4 stroke,Double Light,925000
100000,11,4 stroke,Double Light,690000
25000,9,4 stroke,Double Light,1020000
7500,3,4 stroke,Double Light,1025000
36000,12,4 stroke,Double Light,750000
53000,8,4 stroke,Double Light,940000
45000,11,4 stroke,Double Light,790000
44440,10,4 stroke,Double Light,940000
50000,8,4 stroke,Double Light,1180000
88000,12,4 stroke,Double Light,830000
16431,23,2 stroke,Single Light,308000
32152,17,2 stroke,Single Light,620000
28322,5,4 stroke,Double Light,1360000
43331,17,4 stroke,Single Light,660000
96000,12,4 stroke,Double Light,715000
65000,17,2 stroke,Single Light,635000
31253,16,4 stroke,Single Light,695000
32155,11,4 stroke,Double Light,585000
70000,11,4 stroke,Double Light,1035000
40000,13,4 stroke,Double Light,830000
25000,8,4 stroke,Double Light,1085000
25800,7,4 stroke,Double Light,1350000
44000,5,4 stroke,Double Light,980000
24898,8,4 stroke,Double Light,930000
52658,11,4 stroke,Double Light,775000
12345,8,4 stroke,Double Light,945000
38000,15,4 stroke,Single Light,690000
30000,11,4 stroke,Double Light,860000
28037,14,4 stroke,Double Light,850000
78000,12,4 stroke,Double Light,900000
53211,16,4 stroke,Single Light,700000
45000,13,4 stroke,Double Light,520000
52668,11,4 stroke,Double Light,800000
44313,11,4 stroke,Double Light,920000
31521,14,4 stroke,Double Light,685000
50000,18,4 stroke,Single Light,495000
11111,12,4 stroke,Double Light,700000
20117,11,4 stroke,Double Light,950000
32152,14,4 stroke,Double Light,690000
50000,16,4 stroke,Single Light,560000
44000,8,4 stroke,Double Light,1150000
60000,9,4 stroke,Double Light,950000
55000,13,4 stroke,Double Light,485000
20000,9,4 stroke,Double Light,925000
35000,12,4 stroke,Double Light,875000
39500,7,4 stroke,Double Light,1265000
21522,17,2 stroke,Single Light,500000
45000,9,4 stroke,Double Light,1270000
63528,13,4 stroke,Double Light,850000
112200,21,2 stroke,Single Light,400000
65421,19,2 stroke,Single Light,560000
53988,16,4 stroke,Single Light,650000
34566,9,4 stroke,Double Light,920000
53800,12,4 stroke,Double Light,700000
52000,15,4 stroke,Single Light,570000
67658,5,4 stroke,Double Light,1100000
56000,12,4 stroke,Double Light,800000
50000,23,2 stroke,Single Light,500000
66789,5,4 stroke,Double Light,1080000
37000,10,4 stroke,Double Light,1032000
20000,9,4 stroke,Double Light,1035000
75000,13,4 stroke,Double Light,710000
50000,21,2 stroke,Single Light,570000
36500,9,4 stroke,Double Light,980000
65000,8,4 stroke,Double Light,995000
3071,8,4 stroke,Double Light,1000000
70000,7,4 stroke,Double Light,1400000
56000,10,4 stroke,Double Light,970000
45000,10,4 stroke,Double Light,960000
56465,7,4 stroke,Double Light,1035000
46230,19,2 stroke,Single Light,700000
100000,17,2 stroke,Single Light,673000
56000,8,4 stroke,Double Light,1100000
51561,19,2 stroke,Single Light,650000
55000,10,4 stroke,Double Light,895000
80000,21,2 stroke,Single Light,430000
21848,8,4 stroke,Double Light,960000
5000,8,4 stroke,Double Light,975000
32155,9,4 stroke,Double Light,1100000
98000,10,4 stroke,Double Light,900000
25000,12,4 stroke,Double Light,825000
51000,12,4 stroke,Double Light,770000
44313,10,4 stroke,Double Light,865000
11356,5,4 stroke,Double Light,1450000
45000,9,4 stroke,Double Light,820000
65985,11,4 stroke,Double Light,825000
26000,6,4 stroke,Double Light,1400000
57300,13,4 stroke,Double Light,695000
73200,11,4 stroke,Double Light,865000
99000,17,2 stroke,Single Light,794000
19000,4,4 stroke,Double Light,1585000
87000,13,4 stroke,Double Light,500000
25000,21,2 stroke,Single Light,525000
55500,11,4 stroke,Double Light,850000
86350,23,2 stroke,Single Light,510000
45000,18,4 stroke,Single Light,620000
7000,7,4 stroke,Double Light,1150000
36000,7,4 stroke,Double Light,1030000
76303,11,4 stroke,Double Light,775000
100000,13,4 stroke,Double Light,800000
80000,9,4 stroke,Double Light,980000
80000,15,4 stroke,Single Light,680000
53000,6,4 stroke,Double Light,1200000
45000,11,4 stroke,Double Light,1000000
40000,19,2 stroke,Single Light,750000
45218,7,4 stroke,Double Light,1180000
45000,17,4 stroke,Single Light,600000
40000,9,4 stroke,Double Light,970000
62000,19,2 stroke,Single Light,580000
56451,11,4 stroke,Double Light,870000
48500,11,4 stroke,Double Light,920000
30000,7,4 stroke,Double Light,1095000
68000,17,4 stroke,Single Light,755000
61300,8,4 stroke,Double Light,855000
56541,9,4 stroke,Double Light,990000
100000,9,4 stroke,Double Light,900000
30000,16,4 stroke,Single Light,700000
58000,9,4 stroke,Double Light,890000
20000,9,4 stroke,Double Light,1000000
75000,14,4 stroke,Double Light,680000
55443,9,4 stroke,Double Light,660000
32000,8,4 stroke,Double Light,1100000
96300,18,4 stroke,Single Light,620000
17000,4,4 stroke,Double Light,1100000
44313,12,4 stroke,Double Light,800000
36661,13,4 stroke,Double Light,770000
86300,17,2 stroke,Single Light,520000
23163,15,4 stroke,Single Light,540000
21523,17,2 stroke,Single Light,635000
56000,9,4 stroke,Double Light,945000
54820,11,4 stroke,Double Light,875000
30000,5,4 stroke,Double Light,1300000
104000,19,2 stroke,Single Light,750000
55000,12,4 stroke,Double Light,695000
32152,20,2 stroke,Single Light,425000
10000,20,2 stroke,Single Light,595000
48000,12,4 stroke,Double Light,790000
20000,19,2 stroke,Single Light,580000
58000,8,4 stroke,Double Light,1150000
75362,12,4 stroke,Double Light,795000
55000,8,4 stroke,Double Light,975000
32000,8,4 stroke,Double Light,890000
49635,8,4 stroke,Double Light,1320000
76550,18,2 stroke,Single Light,625000
25000,8,4 stroke,Double Light,1100000
60000,14,4 stroke,Double Light,720000
56000,17,2 stroke,Single Light,495000
70000,11,4 stroke,Double Light,875000
50000,17,4 stroke,Single Light,625000
66232,17,2 stroke,Single Light,595000
45821,11,4 stroke,Double Light,720000
21827,9,4 stroke,Double Light,950000
50000,19,2 stroke,Single Light,600000
85000,20,2 stroke,Single Light,500000
40000,12,4 stroke,Double Light,795000
52342,10,4 stroke,Double Light,875000
59000,12,4 stroke,Double Light,710000
65000,10,4 stroke,Double Light,700000
54000,10,4 stroke,Double Light,920000
86500,19,2 stroke,Single Light,540000
42000,12,4 stroke,Double Light,830000
14789,18,2 stroke,Single Light,560000
25000,8,4 stroke,Double Light,985000
54216,8,4 stroke,Double Light,1050000
60000,17,4 stroke,Single Light,545000
32211,16,4 stroke,Single Light,810000
60000,23,2 stroke,Single Light,410000
100000,17,4 stroke,Single Light,500000
48000,12,4 stroke,Double Light,830000
20000,5,4 stroke,Double Light,1600000
25000,9,4 stroke,Double Light,890000
48000,13,4 stroke,Double Light,690000
100000,18,2 stroke,Single Light,500000
42668,18,4 stroke,Single Light,725000
54400,13,4 stroke,Double Light,775000
70000,18,4 stroke,Single Light,580000
63000,15,4 stroke,Single Light,620000
89000,13,4 stroke,Double Light,1000000
20000,4,4 stroke,Double Light,1450000
61242,12,4 stroke,Double Light,900000
76350,8,4 stroke,Double Light,1020000
32154,8,4 stroke,Double Light,940000
44321,12,4 stroke,Double Light,820000
68700,8,4 stroke,Double Light,915000
44535,22,2 stroke,Single Light,497000
89569,17,2 stroke,Single Light,610000
55000,9,4 stroke,Double Light,1075000
34540,9,4 stroke,Double Light,1150000
38600,7,4 stroke,Double Light,1025000
70000,17,4 stroke,Single Light,610000
54000,7,4 stroke,Double Light,950000
65421,12,4 stroke,Double Light,850000
38900,9,4 stroke,Double Light,1085000
63000,9,4 stroke,Double Light,1100000
65212,8,4 stroke,Double Light,1000000
20000,12,4 stroke,Double Light,850000
42000,19,2 stroke,Single Light,465000
88000,19,2 stroke,Single Light,465000
48000,18,4 stroke,Single Light,680000
58000,10,4 stroke,Double Light,900000
25000,12,4 stroke,Double Light,810000
63000,12,4 stroke,Double Light,890000
40000,8,4 stroke,Double Light,1040000
67634,15,4 stroke,Single Light,700000
45000,9,4 stroke,Double Light,1030000
64000,11,4 stroke,Double Light,970000
57817,9,4 stroke,Double Light,990000
83470,7,4 stroke,Double Light,975000
50540,8,4 stroke,Double Light,920000
42432,18,2 stroke,Single Light,575000
44331,18,4 stroke,Single Light,535000
83400,16,4 stroke,Single Light,580000
55433,8,4 stroke,Double Light,870000
25000,12,4 stroke,Double Light,900000
50000,13,4 stroke,Double Light,850000
45000,12,4 stroke,Double Light,810000
79516,13,4 stroke,Double Light,950000
45000,12,4 stroke,Double Light,920000
32152,22,2 stroke,Single Light,525000
18800,10,4 stroke,Double Light,875000
27600,9,4 stroke,Double Light,960000
28000,8,4 stroke,Double Light,1000000
60000,11,4 stroke,Double Light,780000
55653,16,4 stroke,Single Light,780000
65000,20,2 stroke,Single Light,360000
65000,22,2 stroke,Single Light,424000
40000,12,4 stroke,Double Light,675000
100000,18,4 stroke,Single Light,580000
79000,12,4 stroke,Double Light,670000
56000,7,4 stroke,Double Light,1075000
54431,9,4 stroke,Double Light,870000
48000,18,2 stroke,Single Light,550000
58243,10,4 stroke,Double Light,1030000
59000,10,4 stroke,Double Light,900000
44332,8,4 stroke,Double Light,995000
80000,8,4 stroke,Double Light,850000
90000,9,4 stroke,Double Light,850000
55000,12,4 stroke,Double Light,680000
98000,12,4 stroke,Double Light,900000
85000,12,4 stroke,Double Light,800000
38000,20,2 stroke,Single Light,550000
45821,10,4 stroke,Double Light,850000
100000,16,4 stroke,Single Light,523000
43321,10,4 stroke,Double Light,685000
74151,7,4 stroke,Double Light,1150000
56234,11,4 stroke,Double Light,900000
76000,19,2 stroke,Single Light,500000
53644,17,4 stroke,Single Light,530000
70000,10,4 stroke,Double Light,950000
78000,18,4 stroke,Single Light,740000
50000,17,4 stroke,Single Light,370000
32152,4,4 stroke,Double Light,1460000
46000,7,4 stroke,Double Light,980000
38000,13,4 stroke,Double Light,680000
50000,17,4 stroke,Single Light,520000
65651,11,4 stroke,Double Light,870000
28500,20,2 stroke,Single Light,435000
38500,7,4 stroke,Double Light,990000
44332,8,4 stroke,Double Light,760000
87300,12,4 stroke,Double Light,885000
100000,19,2 stroke,Single Light,550000
85218,17,4 stroke,Single Light,700000
56789,9,4 stroke,Double Light,925000
43000,12,4 stroke,Double Light,780000
75000,8,4 stroke,Double Light,1100000
65445,20,2 stroke,Single Light,625000
46000,6,4 stroke,Double Light,1220000
43332,8,4 stroke,Double Light,1025000
26000,6,4 stroke,Double Light,1100000
20000,12,4 stroke,Double Light,950000
55424,10,4 stroke,Double Light,920000
45000,11,4 stroke,Double Light,850000
50000,6,4 stroke,Double Light,950000
104000,10,4 stroke,Double Light,950000
25000,19,2 stroke,Single Light,395000
45000,17,4 stroke,Single Light,800000
48054,8,4 stroke,Double Light,1000000
73000,10,4 stroke,Double Light,840000
44431,18,4 stroke,Single Light,740000
56000,17,2 stroke,Single Light,800000
52000,12,4 stroke,Double Light,655000
32152,12,4 stroke,Double Light,875000
45000,11,4 stroke,Double Light,850000
32152,23,2 stroke,Single Light,450000
58643,11,4 stroke,Double Light,850000
58231,14,4 stroke,Double Light,625000
88000,8,4 stroke,Double Light,1150000
100000,21,2 stroke,Single Light,485000
57001,11,4 stroke,Double Light,850000
70000,20,2 stroke,Single Light,380000
32156,13,4 stroke,Double Light,800000
168000,22,2 stroke,Single Light,550000
46000,7,4 stroke,Double Light,1220000
49000,13,4 stroke,Double Light,800000
16000,11,4 stroke,Double Light,750000
59600,8,4 stroke,Double Light,1050000
26000,6,4 stroke,Double Light,1240000
52688,15,4 stroke,Single Light,550000
35357,7,4 stroke,Double Light,975000
20000,17,4 stroke,Single Light,720000
60000,14,4 stroke,Double Light,480000
20000,10,4 stroke,Double Light,910000
58233,11,4 stroke,Double Light,800000
35000,8,4 stroke,Double Light,950000
30000,8,4 stroke,Double Light,1090000
36500,12,4 stroke,Double Light,980000
65122,18,2 stroke,Single Light,560000
44440,12,4 stroke,Double Light,865000
65000,17,4 stroke,Single Light,800000
35000,8,4 stroke,Double Light,850000
32635,17,4 stroke,Single Light,525000
45000,13,4 stroke,Double Light,880000
45000,7,4 stroke,Double Light,1300000
16500,16,4 stroke,Single Light,545000
63000,12,4 stroke,Double Light,920000
64200,8,4 stroke,Double Light,975000
115000,22,2 stroke,Single Light,520000
33221,8,4 stroke,Double Light,1100000
90000,9,4 stroke,Double Light,860000
25000,14,4 stroke,Double Light,670000
33221,9,4 stroke,Double Light,725000
55000,12,4 stroke,Double Light,820000
45000,8,4 stroke,Double Light,1230000
55000,9,4 stroke,Double Light,1290000
60000,15,4 stroke,Single Light,760000
75000,8,4 stroke,Double Light,945000
24338,15,4 stroke,Single Light,675000
42668,9,4 stroke,Double Light,900000
40000,17,2 stroke,Single Light,720000
45213,17,4 stroke,Single Light,585000
50000,17,2 stroke,Single Light,600000
62882,6,4 stroke,Double Light,1230000
37000,10,4 stroke,Double Light,875000
25000,13,4 stroke,Double Light,700000
50000,10,4 stroke,Double Light,850000
49500,12,4 stroke,Double Light,950000
45000,19,2 stroke,Single Light,490000
60000,7,4 stroke,Double Light,1360000
50000,11,4 stroke,Double Light,1000000
120000,18,4 stroke,Single Light,520000
42816,11,4 stroke,Double Light,775000
55000,15,4 stroke,Single Light,650000
70000,10,4 stroke,Double Light,950000
65000,9,4 stroke,Double Light,980000
21555,12,4 stroke,Double Light,800000
81000,17,4 stroke,Single Light,610000
50000,22,2 stroke,Single Light,395000
64000,12,4 stroke,Double Light,897000
74000,9,4 stroke,Double Light,695000
45000,9,4 stroke,Double Light,1120000
65122,12,4 stroke,Double Light,1025000
100000,9,4 stroke,Double Light,1195000
55000,11,4 stroke,Double Light,1100000
35000,8,4 stroke,Double Light,950000
56823,8,4 stroke,Double Light,1150000
63565,14,4 stroke,Double Light,650000
58236,12,4 stroke,Double Light,760000
56800,20,2 stroke,Single Light,400000
79000,8,4 stroke,Double Light,1060000
95000,14,4 stroke,Double Light,850000
32152,12,4 stroke,Double Light,820000
32152,18,2 stroke,Single Light,550000
66000,8,4 stroke,Double Light,950000
19000,3,4 stroke,Double Light,1545000
55800,8,4 stroke,Double Light,1250000
60000,17,4 stroke,Single Light,565000
60000,17,4 stroke,Single Light,475000
80000,19,2 stroke,Single Light,580000
32000,9,4 stroke,Double Light,920000
44343,12,4 stroke,Double Light,725000
50000,17,2 stroke,Single Light,775000
39500,13,4 stroke,Double Light,1045000
32155,9,4 stroke,Double Light,915000
49067,9,4 stroke,Double Light,920000
35000,5,4 stroke,Double Light,1175000
48000,7,4 stroke,Double Light,1250000
100000,12,4 stroke,Double Light,700000
31522,8,4 stroke,Double Light,950000
60000,8,4 stroke,Double Light,1030000
44321,17,2 stroke,Single Light,685000
44331,6,4 stroke,Double Light,1040000
20000,10,4 stroke,Double Light,860000
45000,12,4 stroke,Double Light,850000
27328,5,4 stroke,Double Light,1225000
35000,7,4 stroke,Double Light,1195000
50000,13,4 stroke,Double Light,760000
55300,9,4 stroke,Double Light,895000
54000,9,4 stroke,Double Light,945000
48000,10,4 stroke,Double Light,1050000
125000,18,2 stroke,Single Light,735000
47000,10,4 stroke,Double Light,900000
85000,12,4 stroke,Double Light,1000000
44321,21,2 stroke,Single Light,560000
54849,10,4 stroke,Double Light,1050000
53884,10,4 stroke,Double Light,1080000
65000,8,4 stroke,Double Light,1150000
31200,7,4 stroke,Double Light,1275000
87946,19,2 stroke,Single Light,540000
20450,12,4 stroke,Double Light,900000
72000,15,4 stroke,Single Light,630000
32152,9,4 stroke,Double Light,1080000
86300,17,4 stroke,Single Light,700000
68000,19,2 stroke,Single Light,530000
65000,21,2 stroke,Single Light,380000
64000,20,2 stroke,Single Light,510000
20000,23,2 stroke,Single Light,420000
53800,10,4 stroke,Double Light,790000
60000,16,4 stroke,Single Light,600000
85000,19,2 stroke,Single Light,600000
50000,12,4 stroke,Double Light,735000
75000,21,2 stroke,Single Light,450000
42000,8,4 stroke,Double Light,975000
25000,11,4 stroke,Double Light,690000
60000,8,4 stroke,Double Light,1075000
70000,11,4 stroke,Double Light,950000
43000,8,4 stroke,Double Light,1160000
35000,8,4 stroke,Double Light,1268000
35889,22,2 stroke,Single Light,694900
45000,14,4 stroke,Double Light,660000
34500,11,4 stroke,Double Light,950000
88000,11,4 stroke,Double Light,600000
54343,20,2 stroke,Single Light,380000
56000,16,4 stroke,Single Light,655000
12200,18,2 stroke,Single Light,615000
124540,21,2 stroke,Single Light,385000
34511,8,4 stroke,Double Light,1000000
48000,11,4 stroke,Double Light,950000
45000,16,4 stroke,Single Light,750000
33221,18,4 stroke,Single Light,490000
78953,20,2 stroke,Single Light,400000
65000,12,4 stroke,Double Light,760000
25000,7,4 stroke,Double Light,1110000
62000,13,4 stroke,Double Light,600000
30000,7,4 stroke,Double Light,1095000
28000,12,4 stroke,Double Light,1065000
45000,5,4 stroke,Double Light,1250000
40000,15,4 stroke,Single Light,895000
50100,10,4 stroke,Double Light,800000
32152,15,4 stroke,Single Light,390000
25000,4,4 stroke,Double Light,1395000
46000,19,2 stroke,Single Light,600000
100000,20,2 stroke,Single Light,340000
47000,8,4 stroke,Double Light,985000
35000,8,4 stroke,Double Light,1075000
52000,11,4 stroke,Double Light,980000
58800,15,4 stroke,Single Light,715200
60000,15,4 stroke,Single Light,670000
32151,17,2 stroke,Single Light,585000
100000,10,4 stroke,Double Light,900000
25000,5,4 stroke,Double Light,1150000
18800,5,4 stroke,Double Light,1460000
46000,9,4 stroke,Double Light,900000
55000,12,4 stroke,Double Light,730000
86598,20,2 stroke,Single Light,375000
58345,12,4 stroke,Double Light,650000
67000,7,4 stroke,Double Light,1200000
66785,11,4 stroke,Double Light,890000
24000,8,4 stroke,Double Light,1100000
30000,4,4 stroke,Double Light,1400000
63525,17,2 stroke,Single Light,498000
19000,6,4 stroke,Double Light,1300000
60000,10,4 stroke,Double Light,850000
100000,8,4 stroke,Double Light,950000
96380,13,4 stroke,Double Light,770000
35000,11,4 stroke,Double Light,910000
18000,8,4 stroke,Double Light,1300000
86000,15,4 stroke,Single Light,550000
46883,19,2 stroke,Single Light,590000
89262,15,4 stroke,Single Light,530000
40000,11,4 stroke,Double Light,1000000
42669,11,4 stroke,Double Light,900000
47000,7,4 stroke,Double Light,1200000
28000,7,4 stroke,Double Light,890000
35000,12,4 stroke,Double Light,750000
20000,9,4 stroke,Double Light,920000
40000,10,4 stroke,Double Light,950000
80000,9,4 stroke,Double Light,900000
120000,22,2 stroke,Single Light,380000
40000,8,4 stroke,Double Light,890000
80000,17,2 stroke,Single Light,777000
45000,19,2 stroke,Single Light,480000
20000,8,4 stroke,Double Light,975000
58900,11,4 stroke,Double Light,900000
50000,12,4 stroke,Double Light,745000
65632,9,4 stroke,Double Light,925000
68000,23,2 stroke,Single Light,410000
45000,6,4 stroke,Double Light,1150000
20000,8,4 stroke,Double Light,1000000
52354,16,4 stroke,Single Light,530000
30566,9,4 stroke,Double Light,880000
65464,17,2 stroke,Single Light,680000
65000,9,4 stroke,Double Light,835000
45433,12,4 stroke,Double Light,640000
123456,19,2 stroke,Single Light,460000
32578,7,4 stroke,Double Light,1090000
60000,15,4 stroke,Single Light,800000
85000,16,4 stroke,Single Light,530000
15000,5,4 stroke,Double Light,1500000
70000,19,2 stroke,Single Light,580000
75000,9,4 stroke,Double Light,990000
114555,19,2 stroke,Single Light,550000
25000,8,4 stroke,Double Light,1025000
65000,8,4 stroke,Double Light,750000
50000,10,4 stroke,Double Light,895000
100000,17,2 stroke,Single Light,565000
42000,8,4 stroke,Double Light,1050000
52000,19,2 stroke,Single Light,450000
75000,7,4 stroke,Double Light,1150000
32545,10,4 stroke,Double Light,820000
100000,19,2 stroke,Single Light,400000
96300,19,2 stroke,Single Light,560000
75310,22,2 stroke,Single Light,500000
63854,20,2 stroke,Single Light,535000
46700,12,4 stroke,Double Light,850000
53800,5,4 stroke,Double Light,1200000
45000,9,4 stroke,Double Light,1100000
107436,9,4 stroke,Double Light,1200000
85624,11,4 stroke,Double Light,790000
69000,15,4 stroke,Single Light,575000
45000,12,4 stroke,Double Light,770000
51000,7,4 stroke,Double Light,1050000
25000,8,4 stroke,Double Light,1030000
44341,8,4 stroke,Double Light,900000
64000,12,4 stroke,Double Light,560000
49852,5,4 stroke,Double Light,1200000
86300,12,4 stroke,Double Light,680000
25000,9,4 stroke,Double Light,970000
50000,9,4 stroke,Double Light,1000000
60000,8,4 stroke,Double Light,1050000
99000,11,4 stroke,Double Light,960000
15000,15,4 stroke,Single Light,640000
52342,7,4 stroke,Double Light,970000
43000,13,4 stroke,Double Light,890000
74512,9,4 stroke,Double Light,950000
45000,8,4 stroke,Double Light,1150000
45000,13,4 stroke,Double Light,650000
50000,20,2 stroke,Single Light,565000
42568,8,4 stroke,Double Light,1050000
32124,18,4 stroke,Single Light,550000
20000,5,4 stroke,Double Light,1370000
65210,11,4 stroke,Double Light,1040000
45652,8,4 stroke,Double Light,1050000
88000,9,4 stroke,Double Light,1100000
48500,11,4 stroke,Double Light,830000
65421,12,4 stroke,Double Light,750000
52000,9,4 stroke,Double Light,1050000
100000,12,4 stroke,Double Light,790000
36000,8,4 stroke,Double Light,880000
52698,21,2 stroke,Single Light,450000
45000,7,4 stroke,Double Light,1100000
45000,8,4 stroke,Double Light,980000
40000,12,4 stroke,Double Light,875000
28000,13,4 stroke,Double Light,680000
6666,13,4 stroke,Double Light,700000
27000,7,4 stroke,Double Light,1100000
68000,16,4 stroke,Single Light,610000
53000,20,2 stroke,Single Light,620000
53688,15,4 stroke,Single Light,680000
61000,19,2 stroke,Single Light,550000
85000,13,4 stroke,Double Light,620000
86366,15,4 stroke,Single Light,560000
58632,19,2 stroke,Single Light,585000
63588,8,4 stroke,Double Light,1150000
30273,11,4 stroke,Double Light,785000
56000,20,2 stroke,Single Light,445000
45500,8,4 stroke,Double Light,1350000
30000,7,4 stroke,Double Light,990000
52000,12,4 stroke,Double Light,890000
71919,14,4 stroke,Double Light,740000
33221,11,4 stroke,Double Light,920000
62100,8,4 stroke,Double Light,850000
55000,17,4 stroke,Single Light,630000
65000,15,4 stroke,Single Light,480000
86532,17,4 stroke,Single Light,580000
63000,17,2 stroke,Single Light,660000
27136,11,4 stroke,Double Light,880000
23500,8,4 stroke,Double Light,980000
32125,11,4 stroke,Double Light,1050000
44431,7,4 stroke,Double Light,1075000
36187,12,4 stroke,Double Light,770000
24434,12,4 stroke,Double Light,780000
42800,8,4 stroke,Double Light,955000
23561,10,4 stroke,Double Light,1000000
10000,4,4 stroke,Double Light,1520000
52690,15,4 stroke,Single Light,620000
50000,14,4 stroke,Double Light,590000
68000,11,4 stroke,Double Light,707000
3321,12,4 stroke,Double Light,760000
45000,23,2 stroke,Single Light,440000
62390,12,4 stroke,Double Light,820000
80000,19,2 stroke,Single Light,480000
60000,9,4 stroke,Double Light,920000
70000,6,4 stroke,Double Light,1500000
50000,18,4 stroke,Single Light,560000
52818,12,4 stroke,Double Light,760000
75422,15,4 stroke,Single Light,600000
45000,12,4 stroke,Double Light,800000
56231,14,4 stroke,Double Light,800000
44500,11,4 stroke,Double Light,875000
32155,19,2 stroke,Single Light,425000
55555,23,2 stroke,Single Light,378000
56000,5,4 stroke,Double Light,1480000
86530,14,4 stroke,Double Light,610000
93000,8,4 stroke,Double Light,930000
68181,16,4 stroke,Single Light,650000
25000,5,4 stroke,Double Light,1210000
60000,15,4 stroke,Single Light,600000
30000,14,4 stroke,Double Light,830000
35000,19,2 stroke,Single Light,685000
65212,22,2 stroke,Single Light,340000
25000,18,4 stroke,Single Light,440000
40000,17,2 stroke,Single Light,650000
25000,12,4 stroke,Double Light,695000
80000,14,4 stroke,Double Light,660000
62900,10,4 stroke,Double Light,1020000
25454,20,2 stroke,Single Light,550000
123000,23,2 stroke,Single Light,500000
35000,11,4 stroke,Double Light,810000
45000,12,4 stroke,Double Light,630000
65000,20,2 stroke,Single Light,675000
32440,23,2 stroke,Single Light,355000
45000,9,4 stroke,Double Light,1100000
100000,9,4 stroke,Double Light,900000
68000,11,4 stroke,Double Light,730000
55000,8,4 stroke,Double Light,1100000
53000,16,4 stroke,Single Light,720000
35000,8,4 stroke,Double Light,1150000
20000,5,4 stroke,Double Light,1370000
4677,18,2 stroke,Single Light,458000
55000,13,4 stroke,Double Light,740000
56231,10,4 stroke,Double Light,830000
76908,11,4 stroke,Double Light,850000
60000,9,4 stroke,Double Light,1175000
32152,20,2 stroke,Single Light,485000
35000,20,2 stroke,Single Light,500000
78095,8,4 stroke,Double Light,1050000
36452,19,2 stroke,Single Light,580000
31523,19,2 stroke,Single Light,535000
85623,7,4 stroke,Double Light,1180000
32153,16,4 stroke,Single Light,800000
58000,10,4 stroke,Double Light,850000
55000,18,2 stroke,Single Light,590000
56000,10,4 stroke,Double Light,950000
35000,7,4 stroke,Double Light,910000
45000,12,4 stroke,Double Light,830000
25000,20,2 stroke,Single Light,685000
20000,13,4 stroke,Double Light,735000
45000,19,2 stroke,Single Light,360000
49000,8,4 stroke,Double Light,1000000
35000,13,4 stroke,Double Light,730000
94000,8,4 stroke,Double Light,950000
60000,6,4 stroke,Double Light,1170000
25000,18,2 stroke,Single Light,550000
25000,14,4 stroke,Double Light,615000
3500,11,4 stroke,Double Light,1000000
111111,16,4 stroke,Single Light,610000
40000,7,4 stroke,Double Light,1140000
32152,9,4 stroke,Double Light,950000
32154,19,2 stroke,Single Light,550000
62999,17,2 stroke,Single Light,660000
121324,18,4 stroke,Single Light,460000
29000,14,4 stroke,Double Light,880000
21580,11,4 stroke,Double Light,890000
55000,13,4 stroke,Double Light,950000
45000,8,4 stroke,Double Light,1350000
23000,10,4 stroke,Double Light,875000
27456,17,4 stroke,Single Light,645000
65800,15,4 stroke,Single Light,560000
32000,11,4 stroke,Double Light,585000
63000,19,2 stroke,Single Light,495000
50000,15,4 stroke,Single Light,513000
